id,Concorda,DRs,Cidade,serie,Idade,etapa,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Violenc_escolas,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,E7_soma_pertenca,E8_qualid_relacoes,E9_trat_desig_grupos,E10_est_emoc_neg,E11_satisf_vida,E3_4_agentes,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers
1579,1,2,Simão Dias,2,15,1,masculino,pardo,2,4,2,3,2,3,1,5,2,1,1,1,2,1,1,,3,1,1,1,3,2,1,2,1,1,4,1,1,2,1,1,3,1,1,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,4,5,4,5,4,5,5,3,4,5,4,4,1,4,1,2,1,1,3,2,3,3,2,,,1,1,5,4,1,1,1,1,,1,,,1.2,4,3,1,2,1,0,0,0,0,1,1,0,0,1,4.166666667,1.333333333,2,2.666666667,,1,1,4,4.25,4.333333333,1.666666667,2.6,1.8125,1.304347826,4.307692308,1.755555556,1
1580,1,2,Simão Dias,2,16,1A,masculino,pardo,4,5,2,1,2,4,2,1,3,2,3,2,1,5,4,2,1,5,1,1,5,3,5,1,5,3,3,1,5,5,1,4,5,3,5,4,1,5,1,1,1,1,1,3,1,3,5,1,1,3,5,5,3,1,1,5,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,4,5,4,5,5,5,5,4,5,3,4,2,1,1,1,5,1,4,5,4,5,5,2,2,,3,1,5,5,1,1,1,1,1,1,,,3.6,4.333333333,4.25,2.333333333,1,3,0,1,0,0,1,0,1,1,0,3.833333333,1,2,2.666666667,2.875,2.142857143,3.375,7,4.5,4.222222222,2.166666667,4.2,2.75,3.041666667,4.307692308,2.836507937,1
1581,1,2,Simão Dias,2,14,1 A,masculino,pardo,1,4,2,4,4,4,3,4,2,2,1,1,1,2,1,1,5,1,1,1,2,1,1,1,1,2,3,2,5,4,3,1,4,2,3,4,1,4,3,,1,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,,5,5,3,1,1,1,1,1,1,3,5,5,3,5,2,,3,1,5,3,1,1,1,1,1,1,,,3,3.666666667,3.75,,2,3,0,1,0,0,1,0,0,1,0,,1,2,3.111111111,1.4375,1.285714286,1.25,6,5,4.75,1,4.2,2.8,1.375,4.833333333,2.161904762,1
1582,1,2,Simão Dias,2,15,1 A,feminino,pardo,2,4,1,3,2,3,,3,3,3,1,1,3,3,1,2,3,2,1,1,5,5,2,2,2,2,5,2,5,2,3,1,4,4,2,3,2,3,2,1,2,1,1,3,1,1,1,2,2,1,1,1,1,1,1,2,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,2,2,3,4,4,3,5,3,4,4,2,3,1,2,3,,4,1,3,4,4,2,4,2,,2,1,5,3,1,1,,1,1,1,,,2.6,4.333333333,3.5,1.333333333,2,2,1,1,0,0,1,0,1,1,0,3.333333333,2,2,2.625,2.3125,1.571428571,1.375,7,2.5,3.555555556,,3.4,2.5625,2,3.230769231,2.485714286,1
1583,1,2,Simão Dias,2,18,1 A,feminino,preto,2,4,1,3,2,3,5,3,4,3,1,1,3,4,1,2,3,2,1,1,5,5,3,2,2,2,4,1,4,2,3,1,4,4,2,3,2,3,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,2,2,3,4,4,4,5,3,4,4,2,3,1,2,3,2,2,1,3,4,4,2,4,2,,2,1,5,3,1,1,,1,1,1,,,2.4,4.333333333,3.5,1.333333333,2,2,1,1,0,0,1,0,1,1,0,3.333333333,1.666666667,3,3,2.4375,1.428571429,1.375,7,2.5,3.666666667,1.833333333,3.4,2.375,2.083333333,3.307692308,2.220634921,1
1584,1,2,Simão Dias,2,15,1 A,feminino,pardo,2,4,1,2,3,3,1,4,4,3,1,1,3,4,1,2,3,2,1,1,5,5,3,3,2,2,5,2,4,2,3,1,4,4,2,3,2,3,2,1,2,1,1,3,1,1,1,2,2,1,1,1,1,1,1,2,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,2,3,4,4,4,5,3,4,4,2,3,1,3,3,2,2,2,3,3,4,2,4,2,,2,1,5,4,1,1,,1,1,1,,,2.4,4.333333333,3.5,1.333333333,2,2,1,0,0,0,1,0,1,1,0,3.333333333,1.666666667,2,2.666666667,2.5,1.571428571,1.375,6,2.5,3.666666667,2.166666667,3.2,2.5,2.125,3.307692308,2.312698413,1
1585,1,2,Simão Dias,2,15,1 A,masculino,preto,2,5,1,4,2,2,1,2,1,3,1,1,1,2,1,1,3,1,1,1,2,3,1,1,3,1,3,3,3,2,2,2,4,4,2,4,3,3,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,3,3,3,4,5,5,5,4,2,2,2,4,2,1,1,1,1,1,2,4,4,2,5,2,,2,1,4,3,1,1,,,,1,,,2,3.333333333,3.5,1.666666667,1.5,2,0,1,0,0,1,0,1,1,0,3,1,3,2.222222222,1.625,1.285714286,1.5,6,3,3.666666667,1.166666667,3.4,2.4375,1.583333333,3.461538462,1.950793651,1
1586,1,6,Simão Dias,1,,6,masculino,pardo,4,5,1,1,1,1,1,2,1,2,1,1,5,1,1,1,5,1,1,1,1,1,5,5,5,1,1,1,1,5,1,5,5,4,1,2,2,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,2,,2,,1,,,2,,,,,,,2.6,3.666666667,3.25,1,5,3,0,1,0,0,1,1,0,0,0,4.333333333,1,2,1.888888889,2.3125,1,1.25,6,5,4.555555556,1,4.6,2.5625,1.958333333,4.692307692,2.2,
1587,1,6,Simão Dias,1,,6,masculino,pardo,4,5,1,1,1,1,1,2,1,2,1,1,5,1,1,1,5,1,1,1,1,1,5,5,5,1,1,1,1,5,1,5,5,4,1,2,2,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,5,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,2,,2,,1,,,2,,,,,,,2.6,3.666666667,3.25,2.333333333,1,3,0,1,0,0,1,1,0,1,0,4.333333333,1,2,1.888888889,2.3125,1,1.25,7,4.25,4.555555556,1,4.6,2.3125,1.958333333,4.461538462,2.2,
1588,1,6,Simão Dias,1,,6,masculino,pardo,5,4,2,1,2,1,1,1,2,1,1,3,1,1,1,1,4,1,1,2,5,1,1,1,1,1,5,5,5,5,5,1,3,1,5,5,1,5,5,1,1,5,1,5,1,1,1,5,1,1,3,2,2,1,2,2,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,2,2,2,2,3,5,4,1,5,5,5,5,1,2,2,1,,5,1,5,5,5,1,2,,2,1,5,2,1,1,,,,1,,,3.4,3,4,3.666666667,3,3,0,1,0,0,1,0,0,0,1,3.833333333,2,2,2.111111111,1.625,2.142857143,2.25,6,2.75,3.888888889,,3.4,3.375,1.833333333,3.538461538,2.771428571,
1589,1,6,Simão Dias,1,11,6,masculino,pardo,5,4,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,5,5,1,3,5,5,5,1,5,5,1,1,5,1,1,1,1,1,5,1,1,3,2,5,1,1,5,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,3,1,5,5,3,4,5,2,5,5,5,5,1,2,3,1,5,1,4,5,5,5,1,2,,2,1,5,5,1,1,,,,1,,,3.4,3,5,3.666666667,3,3,0,1,0,0,1,0,0,0,1,4.5,2,2,2,1.375,1.571428571,2.875,6,3.5,4.333333333,2.166666667,4,3.625,1.875,4.076923077,2.579365079,1
1590,1,6,Simão Dias,1,,6,masculino,branco,2,1,1,2,3,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,3,1,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,3,5,5,4,4,2,,2,1,5,5,1,2,,,,,,,2,2.666666667,2.75,1,1,3,0,1,0,1,0,0,1,1,0,4.833333333,1,1,1.777777778,1.125,1,1,7,4,4.888888889,1,4.2,2,1.083333333,4.615384615,2.066666667,
1591,1,6,Simão Dias,1,,,,,4,3,5,2,1,3,1,3,1,1,1,1,1,5,1,1,4,2,1,1,5,5,1,1,1,1,,5,4,2,4,1,2,2,5,4,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,3,5,5,4,4,2,,2,1,4,5,1,2,1,,,,,,2.4,,3.25,3.666666667,1,3,0,1,0,0,1,0,1,1,0,4.833333333,1,,2.555555556,2,1,1,7,4,4.888888889,1,4.2,2.6,1.666666667,4.615384615,2.066666667,
1592,1,6,Simão Dias,1,10,6,feminino,pardo,5,4,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,3,5,1,1,1,1,1,5,5,5,5,5,1,3,1,1,5,1,5,5,1,1,5,1,1,1,1,1,3,1,1,3,2,5,1,5,5,5,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,1,5,1,3,4,4,3,2,4,3,4,1,3,3,2,1,1,5,5,5,4,1,2,,2,1,5,3,,2,,,,,,,3.4,3,4,2.333333333,3,2,1,1,0,0,1,0,0,0,1,2.833333333,2.333333333,2,2,1.4375,1.285714286,3.375,6,3.5,3.111111111,1.833333333,4,3.125,2.083333333,3.230769231,2.373015873,0
1593,1,6,Simão Dias,1,11,6,feminino,preto,1,4,2,4,4,3,2,2,2,2,1,1,5,1,3,1,5,1,2,4,2,4,2,2,4,2,3,3,2,3,2,2,3,1,1,1,5,1,1,1,1,1,1,1,1,3,2,4,5,1,1,1,3,1,2,4,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4,4,4,4,5,4,5,5,5,5,5,4,3,1,2,2,3,2,2,3,4,4,3,2,1,ASSÉDIO,2,,5,1,1,2,,,,,,,2.2,3,1,1,1,1,1,1,0,0,1,0,1,1,0,4.5,1.333333333,3,2.666666667,2.5,2.428571429,2.25,6,4,4.555555556,2,3.2,2,2.416666667,4.384615385,2.542857143,1
1594,1,6,Simão Dias,1,11,6,masculino,branco,4,5,1,1,2,1,1,2,1,3,1,1,1,2,1,3,5,1,3,1,1,1,1,1,5,1,3,3,4,4,4,1,5,4,3,4,3,4,2,1,1,3,1,1,1,1,1,4,5,4,1,4,3,3,3,2,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,2,5,4,5,4,1,5,2,2,1,1,1,2,2,1,1,4,2,5,4,2,2,,,1,4,1,1,1,1,,,,,,2.8,3.666666667,3.75,2.333333333,1.5,2,0,1,0,1,0,0,1,0,0,2.666666667,1.666666667,1,2,1.9375,2,3.125,5,1.75,3.222222222,1.333333333,3.4,2.875,2.333333333,2.769230769,2.244444444,1
1595,1,6,Simão Dias,1,12,6,masculino,pardo,3,5,2,2,1,2,2,2,2,3,1,1,1,1,1,1,3,1,1,1,2,4,1,1,1,1,4,3,4,4,3,2,5,4,3,5,3,3,2,1,1,3,1,1,1,1,1,3,2,1,1,3,1,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,3,5,4,5,5,2,5,4,2,1,1,1,3,2,1,1,3,4,5,2,3,2,,2,1,5,3,1,2,,,,,,,2.8,4,3.75,2.333333333,1.5,2,0,1,0,0,1,0,1,0,0,3.166666667,1.333333333,2,2.333333333,1.5,1.428571429,1.5,5,2.25,3.666666667,1.5,3.4,3,1.5,3.230769231,2.10952381,1
1596,1,6,Simão Dias,1,13,6,feminino,branco,4,3,2,2,3,4,5,2,5,1,2,4,1,1,1,1,4,1,1,1,2,3,1,1,5,1,2,3,1,2,2,1,3,1,2,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,3,5,5,1,5,4,5,1,2,1,1,2,3,3,1,1,1,,2,2,5,3,1,2,,4,1,5,2,1,1,,,,1,,,1.4,2.666666667,1,1.333333333,1,0,1,0,0,1,0,0,1,0,1,1.333333333,1.333333333,1,3.333333333,1.875,1.142857143,1.375,4,4.5,2.444444444,,2.6,1.75,1.708333333,3.076923077,1.871428571,1
1597,1,6,Simão Dias,1,13,6,masculino,branco,3,4,3,1,,3,1,3,2,1,1,1,3,1,1,1,5,1,1,1,1,2,1,4,4,2,3,4,2,3,2,3,3,3,4,3,2,3,1,1,1,4,1,3,1,1,2,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,5,5,5,4,3,3,5,3,2,2,2,2,1,2,,3,4,3,3,2,,4,1,5,3,,2,,,1,,,,2.4,2.666666667,3.25,3,1,2,0,1,0,1,0,0,0,0,0,3.333333333,1,1,2.5,1.8125,1.857142857,1,4,2.25,3.888888889,1.833333333,,2.5625,1.541666667,3.384615385,1.845238095,1
1598,1,6,Simão Dias,1,11,6,feminino,pardo,5,3,4,1,2,1,1,2,2,3,1,3,1,1,1,1,1,1,1,1,5,1,2,1,5,1,5,1,1,2,3,4,5,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,5,5,4,1,4,5,5,5,5,3,4,3,1,1,2,1,1,1,4,4,4,4,4,2,,1,2,1,1,,1,,1,1,1,,,2.2,5,3,1,2,1,0,1,0,0,1,0,0,1,0,3.5,1.333333333,2,2.333333333,1.8125,1,1,4,4.25,3.888888889,1.166666667,4,2,1.541666667,4,2.055555556,1
1599,1,6,Simão Dias,1,12,6,masculino,preto,5,5,1,1,1,1,1,2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,5,5,5,1,1,3,2,3,4,2,3,4,2,3,2,3,3,3,4,3,1,1,1,1,2,2,5,5,5,5,1,2,3,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,5,3,1,4,3,1,5,2,3,3,2,3,3,3,5,5,3,1,2,3,4,5,1,,2,2,1,2,,2,,1,,,,,2.4,2.333333333,3.5,2.666666667,3.5,1,1,1,0,0,1,0,0,1,0,2.666666667,3.333333333,3,2,2.0625,1.857142857,3.5,5,3,2.666666667,3.666666667,3,2.6875,2.541666667,2.769230769,2.841269841,1
1600,1,6,Simão Dias,1,11,6,masculino,pardo,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,5,5,4,5,5,5,5,5,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,5,5,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,1,1,1,5,1,5,5,1,1,HUMILHAÇÃO,2,1,5,5,,1,,,,1,,,4.8,3.666666667,3,2.333333333,2,3,0,1,0,0,1,0,1,0,1,4.333333333,1,2,1.777777778,1.25,1,4,7,3.5,4.555555556,2.333333333,3.4,3.5625,2.166666667,4.230769231,2.244444444,1
1601,1,6,Simão Dias,1,,6,masculino,branco,4,3,3,5,2,2,2,3,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,5,1,5,1,1,2,1,1,1,3,1,4,2,5,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,4,1,5,1,4,5,4,5,1,5,4,5,1,1,2,1,1,3,2,5,2,2,1,3,2,,2,2,,,,2,,,,,,,2.6,2.333333333,2,1.666666667,3.5,3,0,1,0,1,0,1,0,0,1,3.333333333,1.333333333,1,2.777777778,1.5625,2.142857143,1.125,7,2.75,3.777777778,1.666666667,2.6,1.9375,1.416666667,3.461538462,2.136507937,
1602,1,6,Neópolis,2,16,1 A,feminino,preto,2,4,1,3,2,2,2,3,2,2,2,1,2,2,1,1,4,1,1,1,3,2,1,2,2,1,3,2,3,3,2,1,4,4,2,4,2,4,2,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,1,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,3,4,4,5,5,5,5,4,5,5,4,4,1,3,4,2,2,2,2,3,4,3,2,2,,2,1,5,4,1,2,1,,,,,,2,3.666666667,4,1.333333333,1.5,1,1,1,0,0,1,0,1,0,1,4.5,1,3,2.333333333,1.75,1.285714286,1.875,6,3.5,4.666666667,2.333333333,2.8,2.25,1.791666667,4.307692308,2.13968254,1
1603,1,6,Neópolis,2,16,1º,masculino,branco,1,4,2,2,3,2,1,1,1,2,1,4,1,3,1,1,4,1,1,1,2,4,2,1,2,1,4,1,4,5,1,1,5,5,1,5,5,4,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,4,2,2,3,3,5,4,5,2,,2,2,4,1,1,1,1,1,1,3,4,4,5,5,,,2,1,2,4,1,,,,1,1,,,2.4,4.666666667,3.75,1.333333333,1.5,2,0,1,0,1,0,1,0,1,0,,1.333333333,1,1.888888889,1.9375,1.142857143,1.125,6,2.75,3.375,1,4.2,2.75,1.666666667,3.166666667,2.114285714,1
1604,1,6,Neópolis,2,15,1º A,feminino,pardo,1,4,3,2,2,3,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,5,1,3,1,1,2,4,5,1,3,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,3,2,5,1,5,5,5,4,5,5,3,5,3,2,2,1,3,2,4,5,4,5,2,2,,1,1,5,5,1,1,1,1,,1,,,1.6,4.666666667,4.5,1,1.5,2,1,1,0,0,1,0,1,1,0,3.833333333,1,2,2.333333333,1.1875,1,1,7,3.75,4.222222222,2.166666667,4,2.0625,1.125,4.076923077,2.388888889,1
1605,1,6,Neópolis,2,15,1º,masculino,preto,3,1,3,1,3,5,1,5,4,3,3,4,3,1,1,1,4,1,1,3,4,5,4,3,5,4,5,3,5,5,5,3,5,5,3,5,3,5,1,1,1,3,3,2,1,1,1,1,1,3,5,4,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5,4,5,5,1,5,3,1,1,1,1,1,3,1,1,4,5,5,5,2,,,3,1,5,5,1,1,1,1,1,1,1,Quanto ter vontade,4.4,4.333333333,4.5,2.333333333,1,2,0,0,0,0,1,0,0,0,0,2.666666667,1.333333333,3,2.888888889,2.875,1.428571429,2.625,3,1,3.333333333,1.333333333,4.2,3.5625,2.791666667,2.615384615,2.320634921,1
1606,1,6,Neópolis,2,15,1º A,masculino,preto,3,4,1,2,2,2,2,3,1,1,1,1,1,3,1,2,3,4,1,1,2,5,4,1,3,1,5,1,5,5,3,1,4,5,1,5,3,5,4,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,4,3,5,5,5,5,5,4,5,4,3,2,1,1,1,1,1,1,3,4,5,4,2,2,,5,1,5,5,1,1,,,1,,,,3,4.666666667,4.5,1,3,1,0,1,0,0,1,0,1,0,0,3.833333333,1,3,2.222222222,2.125,1.428571429,1.625,4,3.75,4.222222222,1,3.6,2.9375,1.958333333,4.076923077,2.00952381,1
1607,1,6,Neópolis,2,15,1º A,feminino,pardo,,5,1,1,1,2,1,2,1,3,1,2,1,4,1,1,3,1,1,1,5,4,1,1,1,1,3,2,5,2,1,2,5,5,1,4,2,5,2,1,1,1,1,,1,1,2,4,,1,,,,,,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,4,4,4,5,5,5,5,5,5,5,5,4,1,1,2,2,1,1,4,4,5,4,4,1,Ameaçado,2,1,5,5,1,1,1,1,1,1,,,2.2,4,4.5,1,1.5,2,0,1,0,0,1,0,0,1,0,4.833333333,1,2,1.75,1.9375,,1,5,4.25,4.888888889,1.333333333,4.2,2.375,1.789473684,4.692307692,2.766666667,1
1608,1,6,Neópolis,2,16,1º,masculino,preto,2,4,1,2,2,3,2,2,3,1,1,1,2,3,1,1,4,2,1,1,3,4,1,1,1,1,4,2,5,2,3,1,5,5,2,4,4,5,3,1,1,5,1,2,1,1,1,2,3,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5,3,4,5,5,4,5,5,1,5,5,5,3,1,1,2,2,1,1,4,4,5,4,4,2,,2,1,5,5,1,1,1,1,1,1,,,2.4,4.333333333,4,2.666666667,2,2,0,1,0,0,1,0,1,1,0,4,1.333333333,3,2.333333333,1.75,1.571428571,1.125,6,4.25,4.222222222,1.333333333,4.2,3,1.541666667,4.230769231,2.368253968,1
1609,1,6,Neópolis,2,15,1º A,masculino,branco,2,4,2,2,3,3,1,3,1,2,1,2,2,2,2,1,3,1,1,1,3,2,3,1,2,3,4,4,3,2,2,2,3,3,1,2,1,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5,3,4,5,5,5,5,5,4,3,2,2,2,1,1,1,2,1,1,3,4,5,2,3,2,,2,1,5,4,1,2,,,,,,,2.4,3,3.5,1.333333333,1.5,2,0,1,0,1,0,0,1,1,0,3,1,1,2.333333333,1.8125,1,1.5,6,4.25,3.666666667,1.166666667,3.4,2.25,1.708333333,3.846153846,1.855555556,1
1610,1,6,Neópolis,2,15,1º A,masculino,pardo,5,1,3,1,1,1,1,3,1,2,1,1,1,3,1,1,2,1,1,1,4,5,4,1,2,2,4,4,2,3,5,2,5,2,1,1,3,3,2,1,1,5,1,1,1,1,1,3,1,1,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,1,5,1,3,3,1,4,1,2,4,5,5,4,2,,1,1,4,1,1,2,,,,,,,2.8,3.666666667,2.25,2.333333333,1.5,1,0,1,0,0,1,0,1,0,0,1.666666667,1,2,1.888888889,1.9375,1.285714286,2.5,4,1,2.777777778,2.166666667,4,2.6875,2.125,2.230769231,2.484126984,1
1611,1,6,Neópolis,2,15,1º,feminino,branco,1,4,2,4,2,4,3,3,4,3,1,1,1,1,1,1,4,1,1,1,2,3,2,2,3,2,4,2,5,3,2,1,4,3,1,5,3,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,4,4,5,5,5,4,5,5,4,5,5,4,4,2,4,4,5,3,5,4,4,3,4,3,2,,1,1,5,1,,1,1,,,,1,Leituras,2.6,4,3.5,1.333333333,1.5,2,1,1,0,1,0,0,1,1,0,4.5,1.333333333,1,3,1.75,1,1.375,7,4.5,4.555555556,3.833333333,3.6,2.5625,1.625,4.538461538,2.811111111,1
1612,1,6,Neópolis,2,15,1º A,feminino,pardo,3,4,2,3,3,3,2,4,3,3,2,2,2,3,1,1,3,1,1,1,3,3,2,4,3,1,4,2,4,4,3,3,5,4,2,4,3,5,3,2,1,2,1,1,1,1,1,3,3,3,2,1,1,1,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,3,2,3,5,5,5,3,2,2,1,3,2,3,2,4,2,1,3,3,3,2,1,2,,1,1,5,5,1,2,,,,1,,,3,4.333333333,4,2,2,1,1,0,0,0,1,0,1,0,1,2.333333333,1,2,3,2.1875,1.571428571,1.75,5,2.5,3.222222222,2.333333333,2.4,2.9375,2.041666667,3,2.101587302,1
