etapa,Violenc_escolas,id,Concorda,DRs,Cidade,serie,Idade,Sexo,Cor_da_pele,Escala_1_1,Escala_1_2,Escala_1_3,Escala_1_4,Escala_1_5,Escala_1_6,Escala_1_7,Escala_1_8,Escala_1_9,Escala_2_1,Escala_2_2,Escala_2_3,Escala_2_4,Escala_2_5,Escala_2_6,Escala_2_7,Escala_2_8,Escala_2_9,Escala_2_10,Escala_2_11,Escala_2_12,Escala_2_13,Escala_2_14,Escala_2_15,Escala_2_16,Escala_3_1,Escala_3_2,Escala_3_3,Escala_3_4,Escala_3_5,Escala_3_6,Escala_3_7,Escala_3_8,Escala_4_1,Escala_4_2,Escala_4_3,Escala_4_4,Escala_4_5,Escala_4_6,Escala_4_7,Escala_4_8,Escala_4_9,Escala_5_1,Escala_5_2,Escala_5_3,Escala_5_4,Escala_5_5,Escala_5_6,Escala_5_7,Escala_6_1,Escala_6_2,Escala_6_3,Escala_6_4,Escala_6_5,Escala_6_6,Escala_6_7,Escala_6_8,Escala_7_1,Escala_7_2,Escala_7_3,Escala_7_4,Escala_7_5,Escala_7_6,Escala_7_7,Escala_7_8,Escala_7_9,Escala_7_10,Escala_7_11,Escala_7_12,Escala_7_13,Escala_7_14,Escala_7_15,Escala_7_16,Escala_7_17,Escala_7_18,Escala_7_19,Escala_7_20,Escala_7_21,Escala_7_22,Escala_8_1,Escala_8_2,Escala_8_3,Escala_8_4,Escala_9_1,Escala_9_2,Escala_9_3,Escala_9_4,Escala_9_5,Escala_9_6,Escala_9_7,Escala_9_8,Escala_9_9,Escala_10_1,Escala_10_2,Escala_10_3,Escala_10_4,Escala_10_5,Escala_10_6,Escala_11_1,Escala_11_2,Escala_11_3,Escala_11_4,Escala_11_5,Violencia_redes,Renda,Redes_sociais,Frequencia_Redes,Tempo_Gasto_Redes,Redes_utilizadas_1,Uso_de_celular,Finalidade_celular_1,Finalidade_celular_2,Finalidade_celular_3,Finalidade_celular_4,Finalidade_celular_5,Finalidade_celular_5_TEXT,F1_escala3,F2_escala3,F1_Escala_4,F2_EScala_4,F3_Escala_4,Maioria_Sexual,Minoria_Sexual,Minoria_Física,PCDs,Maioria_racial,Minoria_racial,Rico,Pobre,Maioria_religiosa,Minoria_religiosa,F1_Escala_9,F2_Escala_9,cor_da_pele,E1_ameacas,E2_situacoes_estresse,E5_disc_pessoal,E6_locais,escala7_soma_pertenc,esc8_rel_intergrup,esc9_inc_diversid,esc10_est_emoc_neg,esc11_satisf_vida,esc3_4_conflitos,E2_6_contextos,E8_9_grupal,E5_10_11_individ,idade_outliers,esc1_1,esc_1_2,esc_1_3,esc_1_4,esc_1_5,esc_1_6,esc_1_7,esc_1_8,esc_1_9,esc1_Pertencimento,esc2_sit_alunos,esc2_sit_escola,esc6_loc_agr_esc,esc6_loc_agr_imed,esc6_loc_agr_internet,esc5_bull_alvo,esc5_bull_agente,esc5_bull_testem,esc7_grup_estig,esc7_soma_pert
6º c,,1854,1,10,Aracaju,1,11,feminino,branco,5,4,3,2,4,4,1,3,3,4,2,1,1,2,1,1,4,1,1,2,1,1,1,1,4,5,3,2,4,5,1,1,5,4,5,3,3,3,4,1,1,5,1,1,4,1,1,4,5,5,5,5,5,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,3,5,3,1,3,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,5,2,3,1,,,,1,,,,,3.2,4,3.25,3.66667,2.5,1,1,0,0,1,0,0,1,0,0,1.33333,2.33333,1,3.22222,1.75,2.42857,3.125,4,1.25,2.11111,1,1.6,3.25,2.20833,1.84615,1.67619,1,1,2,3,4,2,2,5,3,3,2.77778,1.8,1.72727,5,1,1,2,1,4.5,0.153846,0.181818
6º c,,1855,1,10,Aracaju,1,12,feminino,,4,5,1,2,2,2,1,5,2,1,3,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3,5,5,5,1,3,4,3,3,1,1,1,1,1,1,3,4,4,4,4,2,2,1,5,2,1,2,,,,,,,1,2.33333,1,1,1,0,1,0,0,0,0,0,0,0,1,2.83333,1,,2.66667,1.5,1,1,2,1.25,3.55556,1,3.8,1.25,1.33333,2.84615,1.93333,1,2,1,5,4,4,4,5,1,4,3.33333,1,1.72727,1,1,1,1,1,1,0.0769231,0.0909091
6º c,,1856,1,10,Aracaju,1,12,feminino,pardo,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,2,4,2,4,4,4,4,4,4,1,4,2,4,1,2,1,4,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,,3,2,2,4,5,1,2,,2,2,2,5,3,,5,1,5,1,2,2,4,3,2,,1,5,5,1,,,1,1,,1,falar com meu pai,3.6,4,4,2.33333,1,0,0,0,0,0,1,0,0,0,1,,2.66667,2,1.44444,1.3125,1.14286,3.625,2,,2.5,,2.4,2.9375,2.08333,2.63636,1.77143,1,5,1,5,5,5,5,5,5,5,4.55556,1.4,1.27273,4,4,4,1.33333,1,1,0.0769231,0.0909091
1ºc,,1857,1,10,Aracaju,2,15,feminino,branco,3,4,1,2,3,2,1,2,1,3,2,1,2,1,1,1,5,1,1,2,1,1,1,1,1,1,5,1,3,3,2,1,4,4,1,4,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,4,4,4,5,5,5,3,4,5,5,3,1,3,3,2,5,1,4,3,4,4,3,2,2,1,5,3,1,1,,1,1,1,,,2,4.66667,4,1,1.5,1,1,0,0,1,0,0,0,0,1,4,1,1,2.11111,1.5625,1,1,4,3,4.33333,2.5,3.6,2.3125,1.375,3.92308,2.36667,1,3,2,5,4,3,4,5,4,5,3.88889,1.6,1.54545,1,1,1,1,1,1,0.0769231,0.181818
1ºc,,1858,1,10,Aracaju,2,15,feminino,pardo,4,3,2,2,5,5,3,4,4,3,2,3,3,3,1,1,4,1,2,5,5,4,2,5,4,5,1,4,5,5,3,3,5,3,3,5,3,4,2,2,2,1,1,2,1,1,1,1,1,4,4,3,1,1,1,2,5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,3,4,3,1,5,5,3,5,2,1,3,2,1,3,2,1,3,1,3,4,5,4,3,2,1,1,5,3,,1,,1,1,1,,,4.2,2.66667,3.75,2,2,1,1,1,0,0,1,0,1,0,1,2.33333,1.66667,2,3.55556,3,1.14286,2.625,6,3,3,1.83333,3.8,3.25,2.875,3,2.25873,1,2,3,4,4,1,1,3,2,2,2.44444,2.8,3.09091,3,2,5,1.33333,1,1,0.307692,0.272727
1°,,1859,1,10,Aracaju,2,16,masculino,preto,5,3,1,1,5,3,1,5,5,3,1,2,3,3,1,3,4,5,2,5,3,1,1,3,3,2,2,4,2,2,1,2,2,4,1,4,2,5,2,2,1,1,1,1,1,1,1,3,3,2,5,5,5,2,2,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,4,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,5,5,1,1,1,1,1,,,,1.8,2,4.25,1.33333,1.5,2,0,1,0,0,1,0,1,0,0,4.33333,1,3,3.22222,2.6875,1.57143,3.25,5,4,4.55556,1.66667,1.4,2.125,2.875,4.38462,1.54603,1,1,3,5,5,1,3,5,1,1,2.77778,3.4,2.36364,5,3,2,1,1,3,0.230769,0.227273
1º,,1859,1,10,Aracaju,2,16,masculino,preto,5,3,1,1,5,3,1,5,5,3,1,2,3,3,1,3,4,5,2,5,3,1,1,3,3,2,2,4,2,2,1,2,2,4,1,4,2,5,2,2,1,1,1,1,1,1,1,3,3,2,5,5,5,2,2,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,4,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,5,5,1,,1,1,1,,,,1.8,2,4.25,1.33333,1.5,2,0,1,0,0,1,0,1,0,0,4.33333,1,3,3.22222,2.6875,1.57143,3.25,5,4,4.55556,1.66667,1.4,2.125,2.875,4.38462,1.54603,1,1,3,5,5,1,3,5,1,1,2.77778,3.4,2.36364,5,3,2,1,1,3,0.230769,0.227273
1ºc,,1860,1,10,Aracaju,2,15,masculino,preto,4,4,1,2,2,3,1,2,2,2,1,1,3,3,1,1,4,1,1,1,5,3,3,1,2,1,5,1,5,3,1,1,5,5,1,5,3,5,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,4,5,5,5,5,5,5,4,4,5,4,2,1,1,1,1,1,1,4,4,4,4,3,2,2,1,5,2,1,1,,,,1,,,2.2,5,4.5,1.33333,2,3,0,2,0,0,1,0,0,0,1,4,1,3,2.33333,2.0625,1,1,7,4.5,4.33333,1,3.8,2.6875,1.70833,4.38462,1.93333,1,2,2,5,4,4,3,5,4,4,3.66667,1.2,2.45455,1,1,1,1,1,1,0.230769,0.318182
1º,,1861,1,10,Aracaju,2,16,masculino,branco,4,4,5,5,3,5,5,,5,4,3,5,5,1,1,3,2,5,5,5,5,2,1,3,4,4,3,5,5,1,5,3,2,3,1,4,2,5,3,3,1,1,2,5,1,2,1,5,5,2,4,4,3,5,5,5,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5,4,4,4,4,3,4,2,3,4,2,2,1,5,5,5,4,3,5,1,1,1,1,2,2,3,1,5,2,1,2,,,,,,,3.6,2,4,1.66667,2,2,0,1,0,1,0,0,1,1,0,2.66667,3,1,4.5,3.375,3,3.625,6,4.25,2.77778,4.5,1.2,2.875,3.45833,3.23077,2.9,1,2,2,1,1,3,1,1,,1,1.5,4.8,2.72727,4,5,1,2.66667,1.5,5,0.153846,0.272727
1ºc,fui assediada na rua,1862,1,10,Aracaju,2,15,feminino,,4,4,2,1,3,1,1,3,1,3,1,3,3,2,1,1,4,2,1,3,2,5,3,1,1,3,2,1,4,4,5,1,5,5,2,5,5,5,1,1,2,2,1,1,1,1,1,2,2,5,5,3,3,3,5,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,5,5,5,5,5,5,4,3,5,4,4,3,3,5,2,3,3,5,5,5,1,1,1,5,4,1,1,,1,,1,,,3.4,4,4,1.66667,1.5,1,0,0,0,0,0,0,0,0,0,4.5,1,,2.22222,2.25,1.28571,3.875,1,3.5,4.66667,3.5,4.2,3,2.79167,4.30769,2.99524,1,2,2,4,5,3,5,5,3,5,3.77778,2.4,2.18182,3,2,5,1,1,2,0,0.0454545
1ºc,assedio,1863,1,10,Aracaju,2,15,feminino,pardo,5,2,2,2,4,3,2,1,5,4,1,1,4,1,4,1,5,2,4,1,5,4,5,3,3,4,5,4,5,4,4,1,5,4,2,3,4,4,2,1,2,1,1,1,1,1,2,3,3,5,3,4,3,4,1,5,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,2,2,2,4,4,5,5,5,3,4,3,2,1,4,4,3,2,2,2,2,3,2,2,1,1,1,5,4,1,1,1,1,,1,,,3.6,4,3.25,1.33333,2,1,1,1,0,0,1,0,1,0,1,3.5,1.33333,2,2.88889,3,1.71429,3.5,6,2.75,3.88889,2.66667,2.2,3.1875,3.16667,3.53846,2.19365,1,1,4,4,4,2,3,4,5,1,3.11111,2.4,3.27273,4,5,3,1,1.5,3,0.307692,0.272727
1ºC,,1864,1,10,Aracaju,2,16,feminino,pardo,5,4,1,5,4,3,1,2,5,5,2,4,3,1,1,2,1,,3,1,3,2,1,4,3,2,2,3,4,3,3,2,5,3,2,3,4,4,4,1,3,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,2,2,4,3,3,4,5,4,2,4,4,5,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,,1,1,,,1,,,2.8,3.33333,3,1.33333,3.5,0,1,1,0,0,1,0,1,0,1,3.66667,2,2,3.33333,,1.57143,1.25,5,2.75,3.77778,1,2,2.8125,2,3.46154,1.52381,1,1,2,5,1,2,3,5,4,1,2.66667,3.25,2.09091,1,1,1,1,1,3,0.307692,0.227273
1ºC,,1865,1,10,Aracaju,2,16,masculino,pardo,3,5,2,2,3,3,2,2,4,2,3,2,2,2,1,1,4,1,1,2,3,2,2,2,3,2,3,1,3,2,1,2,3,3,1,3,4,5,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,3,3,4,5,5,5,5,3,5,3,3,3,2,2,2,1,2,2,4,4,5,4,4,2,2,1,5,4,1,1,,,1,1,,,2,3.66667,3.25,1,1.5,3,0,1,0,0,1,0,0,0,1,3.66667,1,2,2.88889,2.0625,1.42857,1.375,6,3.5,4.11111,1.83333,4.2,2.0625,1.83333,3.92308,2.4873,1,3,1,4,4,3,3,4,4,2,3.11111,1.6,2.27273,1,1,2,1.33333,1,2,0.153846,0.272727
1ºc,por homens na rua. com o olhar intimidador,1866,1,10,Aracaju,2,16,feminino,pardo,4,4,2,2,1,2,2,1,4,4,3,2,1,1,1,1,2,1,1,2,2,2,3,2,2,,3,3,2,3,5,2,3,5,1,4,1,5,3,2,4,2,1,1,1,1,1,1,2,2,3,3,2,2,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,3,4,5,1,5,5,5,5,5,4,4,5,1,2,4,3,2,1,1,1,1,2,1,1,1,1,5,4,1,1,,,,1,,,,3,4.75,1.66667,3.5,2,1,0,0,0,1,0,1,0,1,4,1,2,2.44444,1.875,1.14286,2,6,4,4.33333,2.16667,1.2,2.86667,1.91667,4.23077,1.50317,1,2,2,4,4,5,4,4,5,2,3.55556,2,1.81818,3,1,2,1,1,1.5,0.230769,0.272727
1º ano,,1867,1,10,Aracaju,2,16,feminino,branco,3,5,1,1,2,3,2,2,2,3,3,1,4,2,1,2,3,1,1,2,2,4,1,2,3,2,5,2,3,4,5,3,5,4,2,2,2,5,3,2,2,1,1,1,1,1,1,2,3,3,4,3,5,2,1,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,,2,4,3,5,5,5,5,5,5,5,4,5,1,2,4,1,2,1,3,3,5,3,2,2,1,1,5,3,1,1,,1,,1,,,3.4,4.66667,3.75,1.66667,2.5,0,0,1,0,1,0,0,1,0,1,4.83333,1,1,2.33333,2.1875,1.42857,3.375,4,,4.88889,1.83333,3.2,2.9375,2.58333,4.41667,2.15397,1,3,1,5,5,4,3,4,4,4,3.66667,1.6,2.45455,3,5,4,1,1,2.5,0.153846,0.181818
1,,1868,1,10,Aracaju,2,16,feminino,pardo,4,4,1,2,2,2,1,2,2,2,1,3,3,1,1,5,5,1,4,3,1,3,1,1,1,3,5,1,3,5,5,2,5,5,1,5,1,3,1,,4,5,1,1,1,1,2,1,1,4,3,4,4,3,3,4,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,4,5,5,5,3,2,1,2,1,3,1,1,1,1,1,4,5,5,5,5,2,1,1,5,5,1,,,1,,,,,3.6,5,4.5,,2.5,0,2,0,0,0,1,0,0,0,0,2.16667,1,2,2.22222,2.25,1.14286,3.75,3,2.5,3.11111,1.33333,4.8,3.4,2.75,2.92308,2.4254,1,2,2,5,4,4,4,5,4,4,3.77778,2.6,2.09091,4,4,5,1,1.5,1,0.230769,0.136364
1 C,,1869,1,10,Aracaju,2,15,feminino,pardo,5,5,2,4,2,4,2,4,4,4,2,4,1,2,1,1,2,2,1,3,2,3,1,1,3,2,5,2,4,4,2,1,5,5,2,4,2,5,2,2,2,5,1,1,5,1,1,5,5,4,4,2,1,2,4,2,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,4,3,4,1,5,5,1,4,5,5,5,5,1,1,1,2,2,1,3,3,4,4,3,2,1,1,5,3,1,1,1,,,,,,2.6,4.66667,4.5,3,2,1,1,1,0,0,1,0,1,0,1,4.16667,2.33333,2,3.55556,2.0625,2.71429,2.875,6,4,4,1.33333,3.4,3.0625,2.33333,4,2.48254,1,1,1,4,2,4,2,4,2,2,2.44444,2.8,1.72727,2,2,4,2.33333,1,5,0.307692,0.272727
1º c,n gosto de falar sobre,1870,1,10,Aracaju,2,16,feminino,pardo,4,2,3,1,3,2,2,5,3,4,2,3,5,4,2,1,5,2,1,2,5,1,1,4,4,3,4,4,5,5,4,1,5,4,4,4,3,4,2,1,2,4,3,4,1,1,1,2,3,2,3,5,5,5,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,4,3,3,1,5,4,4,3,2,3,3,2,2,2,3,5,,4,1,1,1,2,1,1,1,,5,2,1,2,,1,,1,,,3.6,3.66667,3.75,3,2,0,2,0,0,0,1,0,0,0,1,2.33333,1.66667,2,2.77778,2.875,2.14286,3.75,4,,3,,1.2,3.4375,3.16667,3.08333,1.67143,1,2,4,3,5,3,4,4,1,3,3.22222,2.4,3.09091,5,4,4,2.66667,1,2.5,0.230769,0.181818
1ºc,,1871,1,10,Aracaju,2,16,feminino,pardo,2,4,2,5,2,3,1,2,3,3,1,2,2,3,1,1,2,2,1,3,4,3,1,1,2,3,4,2,2,3,3,2,3,4,2,4,4,5,3,1,4,3,1,1,1,1,1,2,5,2,2,1,1,1,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,5,4,3,4,5,5,5,5,5,5,4,4,4,4,4,3,,2,2,4,4,3,4,4,2,2,1,5,1,1,1,,1,,1,,,2.6,3.66667,3.75,2,3.5,1,0,1,0,0,1,0,1,0,1,4.5,1,2,2.66667,2,1.71429,1.75,5,4,4.66667,,3.8,2.9375,1.91667,4.46154,2.75714,1,4,2,4,1,4,3,5,4,3,3.33333,2.2,1.90909,1,3,3,1,1,3.5,0.230769,0.227273
1ºc,,1872,1,10,Aracaju,2,15,feminino,pardo,3,4,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,3,4,3,2,2,3,3,2,1,3,3,2,5,1,1,2,4,5,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,4,5,5,5,5,3,3,3,3,3,1,1,2,1,1,1,4,4,4,4,3,2,2,1,5,3,1,1,,,,1,,,2.4,4,2.5,1.33333,1,1,1,1,0,0,1,0,0,0,0,3.33333,1,2,2,1.8125,1.28571,1.5,4,3.5,3.88889,1.16667,3.8,2.1875,1.70833,3.76923,2.08413,1,3,2,5,5,4,4,5,4,4,4,1.4,2,2,1,1,1,1,2,0.230769,0.181818
1ºc,"""""bricodeiro"""" de ameaça sobre assédio e pior.",1873,1,10,Aracaju,2,16,feminino,,2,3,4,3,2,3,2,2,2,4,3,2,2,1,1,1,3,1,1,3,2,2,1,2,2,2,4,2,3,2,1,1,3,,1,4,,5,4,1,4,,2,1,1,1,1,2,1,2,3,3,4,4,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,3,4,2,5,5,4,5,5,4,4,5,4,1,2,2,2,1,1,4,4,4,4,4,1,2,1,5,5,,1,1,1,1,,,,1.8,3.66667,,,4,1,1,1,0,0,0,1,0,1,0,4.5,1.33333,,2.55556,1.9375,1.28571,2.625,5,3.5,4.55556,1.5,4,2.46154,2.16667,4.23077,2.2619,1,4,3,2,3,4,3,4,4,4,3.44444,2.2,1.81818,3,3,1,1.33333,1,1.5,0.153846,0.227273
1ºC,,1874,1,10,Aracaju,2,15,feminino,pardo,2,4,2,4,2,2,2,2,5,3,4,1,3,3,1,3,5,2,1,3,5,1,2,3,4,3,1,4,3,2,2,1,1,2,1,1,3,2,1,1,2,1,2,3,1,1,2,2,4,3,3,4,4,3,3,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,2,2,3,4,5,5,4,3,2,3,3,1,1,2,1,1,1,2,4,3,4,4,2,2,1,5,5,1,1,,1,,,,,2.2,1.33333,2,1,1.5,0,1,1,0,0,1,0,1,0,0,3,1.33333,2,2.77778,2.75,2.14286,3.125,4,2.5,3.55556,1.16667,3.4,1.8125,2.875,3.23077,2.23651,1,4,2,4,2,4,4,4,4,1,3.22222,2,3.09091,4,3,2,2,1.5,3,0.307692,0.181818
1º,,1875,1,10,Aracaju,2,16,feminino,branco,1,4,2,4,2,4,2,2,2,2,1,1,1,3,1,1,3,1,1,3,5,3,2,1,4,1,4,2,5,5,2,1,4,4,1,5,4,5,2,1,2,3,1,1,1,1,1,1,1,3,4,4,2,1,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,3,5,5,5,5,3,4,1,5,3,1,1,3,2,2,2,3,3,2,4,2,2,1,1,5,5,1,2,,,,,,,2.8,4,4,1.66667,2,0,1,0,0,1,0,0,0,0,0,3.5,1,1,2.55556,2.0625,1,3.25,2,2.75,4,1.83333,2.8,2.875,2.45833,3.61538,1.87778,1,5,2,4,2,4,2,4,4,4,3.44444,1.6,2.27273,4,4,4,1,1,1,0.0769231,0.0909091
prosic,,1876,1,10,Aracaju,3,18,feminino,,,,4,2,2,,,,,,,1,5,1,1,1,5,1,1,1,5,2,4,,4,4,4,4,2,3,4,1,5,5,1,3,2,3,2,3,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,5,3,1,1,1,1,,1,,,2.8,3.66667,3.75,1.66667,1.5,0,0,0,0,0,0,0,0,0,0,,,,2.66667,,,,0,,,,,2.8125,2.46154,,,1,,,2,4,4,,,,,3.33333,1,3.11111,,,,,,,0,0
prosic nem,,1877,1,10,Aracaju,3,18,feminino,,4,4,2,2,4,3,2,2,2,5,1,1,1,1,1,1,2,1,1,1,5,2,2,2,4,3,4,4,5,3,4,1,5,5,1,2,3,3,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,3,1,1,1,1,1,1,,,3.2,3.66667,3.25,1,1,0,0,0,0,0,0,0,0,0,0,,,,2.77778,1.9375,,,0,,,,,2.75,1.9375,,,1,2,2,4,4,2,3,4,4,4,3.22222,1.8,2,,,,,,,0,0
prosic nem,,1878,1,10,Aracaju,3,19,feminino,preto,4,1,2,1,2,1,2,5,2,5,2,2,1,3,1,1,3,5,1,1,3,1,1,1,1,1,4,1,3,5,1,1,3,3,1,1,1,3,4,1,1,1,2,3,1,1,3,1,3,3,1,1,2,3,2,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,3,5,5,1,3,5,5,1,5,5,5,1,2,5,2,1,3,5,3,2,5,4,4,2,1,1,5,5,1,1,,,1,,,,2.2,4,3,1,2.5,2,0,1,0,0,1,0,1,0,0,3,1.66667,3,2.22222,2,2,1.85714,5,4.5,3.44444,3,3.6,2,1.95652,3.76923,2.86667,1,2,5,4,5,4,5,4,1,4,3.77778,2.8,1.63636,1,,1,2,2,2,0.230769,0.227273
Prosic nem,ameaçado nas redes sociais,1879,1,10,Aracaju,3,17,masculino,preto,4,4,2,2,3,2,2,,3,2,1,1,1,1,1,1,3,1,1,2,3,3,3,2,1,1,4,2,3,3,3,1,3,4,2,4,2,4,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,2,1,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,4,5,5,5,4,4,4,3,3,3,1,2,1,2,1,3,4,4,4,2,1,2,1,5,3,1,1,1,1,,1,,,2.2,3.66667,4,1.33333,1.5,1,0,1,0,0,1,0,0,0,0,3.66667,1,3,2.75,1.6875,1.28571,2.625,4,2.5,4.11111,1.66667,3.4,2.3125,2,3.61538,2.11746,1,2,2,4,4,3,4,4,,3,3.25,1.4,1.81818,3,3,4,1,1,2,0.230769,0.181818
prossic nem,,1880,1,10,Aracaju,3,17,masculino,,5,5,2,1,3,2,5,4,4,3,1,1,1,2,1,1,1,3,1,1,5,5,5,1,5,3,5,1,5,3,5,1,5,5,1,5,1,5,4,1,2,5,2,2,1,1,1,1,1,1,5,5,5,5,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,5,5,5,1,3,2,3,1,1,1,1,1,1,1,4,4,4,4,5,2,2,1,5,1,1,1,1,1,1,1,,,3.4,5,5,2.33333,3,1,0,0,0,0,0,0,0,0,0,2.16667,1,,3.44444,2.3125,1.28571,4.375,1,1.5,3.11111,1,4.2,3.25,3,2.61538,2.1619,1,1,1,4,5,3,4,1,2,2,2.55556,1.8,2.54545,5,5,5,1.66667,1,1,0,0.0454545
prossic nem,,1881,1,10,Aracaju,3,17,feminino,pardo,3,4,2,4,3,5,2,4,2,3,1,1,4,2,1,1,5,1,1,1,2,3,1,4,4,1,3,3,1,3,2,2,4,3,1,2,5,2,1,1,1,2,1,2,1,1,1,1,1,2,1,3,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,5,3,5,5,5,5,1,2,2,1,2,2,2,2,3,2,2,3,2,1,2,1,1,5,1,1,1,,1,1,,,,1.8,3.33333,2,1.33333,1,0,1,0,0,0,1,0,0,0,0,3.33333,1.66667,2,3.22222,2.1875,1.14286,1.625,2,2,3.66667,2,2,2.1875,2,3.15385,1.71429,1,3,2,4,2,3,1,4,2,4,2.77778,1.4,2.54545,3,1,1,1.33333,1,1,0.153846,0.0909091
prosic nem,,1882,1,10,Aracaju,3,17,masculino,pardo,2,4,1,3,2,3,1,3,4,3,3,2,2,2,1,1,4,2,1,2,2,2,2,2,3,2,4,4,4,2,2,4,5,4,2,3,4,3,2,1,2,1,1,1,1,1,1,3,3,2,3,3,2,3,4,4,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,3,4,5,4,3,4,4,4,4,1,4,3,2,3,3,4,2,2,4,4,4,3,2,2,2,1,5,4,1,1,1,1,1,,,,2.8,3.66667,3,1.33333,2,2,0,1,0,0,1,0,1,0,0,3.33333,2.33333,2,2.55556,2.125,1.57143,3.125,5,4,3.44444,2.66667,3.4,2.875,2.45833,3.61538,2.54603,1,4,2,5,3,4,3,5,3,2,3.44444,2,2.18182,3,4,4,1,1,3,0.230769,0.227273
