Cidade,Sexo,cor_da_pele,Idade,Escala_1,Escala_2,Escala_5,Escala_8,Escala_10,Escala_11
CamBrito,masculino,Preto,12.0,2.33333,2.0000,1,1.00,1.16667,3.4
CamBrito,masculino,Pardo,12.0,1.44444,1.6250,1,1.00,1.83333,4.2
CamBrito,masculino,Pardo,12.0,2.33333,2.0625,1,3.75,1.16667,3.4
CamBrito,,Pardo,12.0,3,3.5000,4.14286,5.00,,
CamBrito,masculino,Pardo,12.0,3.22222,2.0625,1.14286,1.00,,3.4
CamBrito,masculino,Pardo,12.0,2.66667,1.6875,2.42857,3.50,5,3.0
Carmo,masculino,Pardo,12.0,,1.3125,1.14286,4.50,1.5,2.4
Carmo,feminino,Pardo,12.0,2.55556,1.5000,1.28571,3.00,2.83333,2.2
Carmo,feminino,Preto,12.0,2,,2.28571,,1,3.8
Carmo,masculino,Pardo,12.0,1.55556,1.2500,1,4.00,1.5,
Carmo,feminino,,12.0,2,1.3125,,4.75,1,3.6
Carmo,feminino,Pardo,12.0,,,2,,,
Carmo,masculino,,12.0,2.77778,1.7500,1.42857,4.00,1.33333,4.8
Carmo,feminino,Branco,12.0,,2.3125,1,2.75,1.83333,2.6
Carmo,masculino,Pardo,12.0,2,2.9375,1.14286,1.00,1.16667,2.4
Carmo,masculino,Preto,12.0,2.44444,,2.28571,2.75,2.66667,3.0
Carmo,masculino,Preto,12.0,1.44444,1.9375,1,5.00,1,5.0
Carmo,feminino,Pardo,12.0,1.66667,2.2500,2,3.75,1.33333,4.2
Carmo,feminino,Preto,12.0,2.11111,2.2500,1.71429,1.00,1,
Carmo,feminino,Pardo,12.0,3.22222,1.4375,1,1.00,2,
Carmo,,Preto,12.0,2.22222,2.3750,2.14286,3.50,1,5.0
Carmo,masculino,Pardo,12.0,1.22222,,1,3.50,,
Carmo,masculino,Pardo,12.0,2.22222,,1,2.75,5,2.0
Carmo,masculino,Pardo,12.0,,2.3750,1.85714,1.00,1.5,
Carmo,masculino,Pardo,12.0,2,,1.57143,3.25,1.5,2.4
Carmo,masculino,Pardo,12.0,1.77778,,,1.50,1,1.4
Carmo,masculino,Pardo,12.0,1.88889,1.9375,1.85714,4.00,,3.2
Carmo,feminino,Preto,12.0,2.44444,,1,,,
Carmo,masculino,Pardo,12.0,,3.0000,1,4.00,,2.2
Carmo,feminino,Pardo,12.0,2.11111,2.3750,1.85714,2.75,3.83333,
Carmo,feminino,Pardo,12.0,1.66667,2.0000,1.57143,4.00,1,3.8
Carmo,feminino,Preto,12.0,,1.5000,1.14286,2.50,2.5,2.6
N.S. Dores,masculino,Pardo,12.0,3.66667,3.0000,2.28571,2.50,3.16667,2.0
N.S. Dores,masculino,Pardo,12.0,2.55556,1.8125,1,1.75,2,3.2
N.S. Dores,masculino,,12.0,1.66667,2.7500,1,2.75,1,1.4
N.S. Dores,feminino,Pardo,12.0,1.77778,1.5000,1.28571,1.00,1.16667,3.6
N.S. Dores,masculino,Branco,12.0,2.77778,2.2500,2.28571,2.75,2.66667,
N.S. Dores,feminino,Preto,12.0,3.55556,2.3125,2,2.00,1.66667,
N.S. Dores,feminino,Pardo,12.0,1.44444,1.8750,1,5.00,1,5.0
N.S. Dores,masculino,Pardo,12.0,2.77778,,1.42857,2.75,3.5,3.4
N.S. Dores,masculino,Pardo,12.0,2.77778,2.1875,1.85714,2.50,3.16667,2.6
N.S. Dores,feminino,,12.0,,,2.85714,3.75,3.83333,3.2
N.S. Dores,feminino,Branco,12.0,2.44444,2.4375,1.14286,2.50,1.83333,4.0
N.S. Dores,feminino,Pardo,12.0,1.44444,1.4375,1.28571,2.50,1,1.4
N.S. Dores,masculino,Pardo,12.0,,,2.14286,4.00,3,3.8
Simão Dias,feminino,Pardo,12.0,1.88889,1.5000,1.42857,2.25,1.5,3.4
Simão Dias,feminino,Preto,12.0,1.55556,2.0625,1.85714,3.00,3.66667,3.0
Porto Folha,masculino,Pardo,12.0,1.88889,1.3125,1,4.00,1.83333,2.4
Porto Folha,feminino,Branco,12.0,3.11111,,2.14286,1.00,4.16667,3.0
Porto Folha,masculino,Branco,12.0,1.55556,1.9375,1,5.00,1.66667,4.2
Porto Folha,masculino,Pardo,12.0,2.77778,,1.14286,5.00,2.16667,4.8
Maruim,feminino,Preto,12.0,2.88889,2.1875,2,2.50,1.66667,2.6
Maruim,feminino,Pardo,12.0,3.44444,1.6250,1.28571,3.50,3.83333,4.0
Maruim,masculino,Branco,12.0,3.44444,1.4375,1,3.00,2.16667,2.8
Maruim,masculino,Pardo,12.0,2.66667,2.3125,2.85714,3.00,3.33333,2.8
Maruim,feminino,Branco,12.0,2.22222,,3.28571,2.25,,
Aracaju,feminino,Pardo,12.0,2.11111,2.0000,1,2.00,1.33333,4.0
Aracaju,masculino,Preto,12.0,2.22222,,3.28571,5.00,,3.6
Aracaju,masculino,Branco,12.0,3,1.6250,1.28571,3.75,2.5,2.6
Aracaju,masculino,Pardo,12.0,2.66667,2.3125,4.14286,4.00,4.83333,
Aracaju,masculino,Pardo,12.0,,,1.42857,2.25,1.83333,3.0
Aracaju,masculino,Pardo,12.0,3.11111,1.8125,1.28571,1.50,1.83333,3.0
Aracaju,feminino,,12.0,2.11111,1.8125,1,3.00,1,3.0
Aracaju,feminino,Pardo,12.0,2,1.5000,1,4.50,1.5,3.6
Aracaju,masculino,Preto,12.0,2.22222,1.5000,1.57143,,1,4.6
Aracaju,feminino,Pardo,12.0,1.33333,1.0000,1,1.00,1.16667,1.2
Aracaju,masculino,Branco,12.0,2.88889,2.5625,,2.00,3.33333,3.6
Aracaju,feminino,,12.0,2.22222,1.6875,3.28571,2.25,2.5,2.6
Aracaju,masculino,,12.0,2.22222,1.5000,1,1.25,1,3.8
Aracaju,masculino,Pardo,12.0,1,1.3125,1.14286,,,2.4
Aracaju,masculino,Pardo,12.0,2.11111,1.6250,1.85714,2.00,2.33333,5.0
Aracaju,feminino,Pardo,12.0,2.77778,,1.42857,2.25,2.33333,3.0
Aracaju,feminino,,12.0,2.22222,1.7500,1.42857,3.75,1.16667,4.0
Aracaju,masculino,Pardo,12.0,3.33333,,2.71429,,,3.0
Aracaju,masculino,Pardo,12.0,3.88889,2.6250,2.85714,4.25,2.66667,2.6
Aracaju,masculino,Pardo,12.0,2.55556,1.3750,1,4.25,,3.6
Aracaju,masculino,Pardo,12.0,4,1.8750,2.57143,4.25,2.83333,2.4
Aracaju,masculino,Pardo,12.0,2.88889,1.6875,1.57143,2.75,,3.8
Aracaju,masculino,Preto,12.0,2,1.8750,1,3.00,2.5,5.0
Aracaju,masculino,Preto,12.0,2.66667,3.0000,2.85714,3.00,1,4.2
Aracaju,masculino,Pardo,12.0,2.66667,,1,1.00,2,3.0
Aracaju,masculino,,12.0,3.11111,2.0625,1.42857,2.75,3.66667,1.6
Aracaju,feminino,Pardo,12.0,2.33333,2.6250,1.42857,3.50,3.83333,
Aracaju,feminino,Branco,12.0,,,,,,
Aracaju,masculino,Pardo,12.0,3.11111,1.6250,2,3.75,1.66667,4.8
Aracaju,masculino,Pardo,12.0,,1.3125,1.28571,5.00,3.16667,3.6
Aracaju,masculino,Branco,12.0,2.11111,2.0000,1,,1,4.4
Aracaju,feminino,Pardo,12.0,,,1.28571,1.25,1.66667,4.6
Estância,masculino,Preto,11.0,2.22222,1.7500,1,3.75,1.66667,4.4
Estância,feminino,,11.0,,1.8125,1,4.25,2.16667,3.8
Estância,feminino,,11.0,1.44444,1.7500,1,2.00,2,3.6
Estância,masculino,Pardo,11.0,2,1.7500,1.42857,1.25,1.33333,3.4
Estância,feminino,Branco,11.0,,2.0000,1.57143,1.00,1.66667,5.0
Estância,feminino,Preto,11.0,2.22222,,2.28571,4.50,2,3.2
CamBrito,masculino,Pardo,11.0,2.55556,2.6875,2.71429,3.25,2.5,4.0
CamBrito,masculino,Pardo,11.0,1.33333,1.5000,1.14286,3.75,1.66667,3.6
CamBrito,,Pardo,11.0,2.22222,1.9375,1.71429,2.75,,2.2
CamBrito,masculino,Branco,11.0,1.77778,2.5000,1.28571,1.00,2,4.2
CamBrito,feminino,Branco,11.0,3.44444,,,4.75,2,4.2
CamBrito,masculino,Pardo,11.0,1.55556,1.8750,1,3.25,3.16667,3.8
CamBrito,feminino,Pardo,11.0,2.22222,2.2500,3.42857,3.50,3.33333,2.2
CamBrito,feminino,Branco,11.0,1.11111,1.8125,2.28571,2.00,1,3.0
CamBrito,feminino,Pardo,11.0,1.88889,2.6875,2.85714,4.00,2.66667,4.0
CamBrito,feminino,Pardo,11.0,2.11111,,1.28571,2.25,2,4.4
CamBrito,masculino,Pardo,11.0,2.55556,1.5625,1,1.50,1,3.6
CamBrito,feminino,Pardo,11.0,2,1.6250,1,2.25,1,3.4
CamBrito,feminino,Pardo,11.0,2.11111,1.6250,1,2.25,1,3.4
CamBrito,masculino,Pardo,11.0,3.22222,1.9375,1.14286,3.50,,2.8
CamBrito,masculino,Pardo,11.0,2.77778,2.3750,1.71429,3.25,3,2.8
CamBrito,masculino,Preto,11.0,2.33333,1.8125,1,2.25,1.5,3.8
CamBrito,masculino,Pardo,11.0,2,1.3125,1.28571,2.75,1.66667,3.8
CamBrito,masculino,Pardo,11.0,2.33333,,1,1.50,1.33333,
CamBrito,masculino,Pardo,11.0,,1.5625,1.14286,2.25,1.5,3.0
CamBrito,masculino,,11.0,3.11111,1.7500,3.28571,1.00,1,2.6
CamBrito,masculino,Pardo,11.0,2,1.3125,1.14286,4.25,1,3.0
CamBrito,feminino,Pardo,11.0,2,2.4375,3.28571,3.00,1.66667,3.6
CamBrito,feminino,Branco,11.0,2.11111,2.8750,3.14286,4.00,3.5,3.4
CamBrito,feminino,Pardo,11.0,2.66667,2.0625,1.42857,2.75,1.16667,2.6
CamBrito,feminino,Branco,11.0,3.22222,2.8750,2.57143,4.00,2.66667,3.2
CamBrito,masculino,Branco,11.0,2.11111,1.7500,1,3.75,1,5.0
CamBrito,feminino,,11.0,2.44444,1.8125,1.85714,3.25,,3.4
CamBrito,masculino,Pardo,11.0,3.55556,1.9375,1,3.50,,3.8
CamBrito,feminino,Pardo,11.0,2.22222,2.3125,2.42857,3.25,1.16667,
CamBrito,feminino,Pardo,11.0,3.44444,2.3125,1.42857,2.25,2,3.4
CamBrito,masculino,Pardo,11.0,1.44444,1.6250,1,1.25,1,1.8
CamBrito,masculino,Pardo,11.0,1.44444,1.6250,1,1.25,1,4.2
CamBrito,masculino,Pardo,11.0,2.88889,1.4375,1.42857,2.50,2.5,4.0
CamBrito,masculino,Pardo,11.0,1.88889,1.5000,1.14286,2.25,,3.8
CamBrito,masculino,Pardo,11.0,3.11111,3.5000,3.71429,5.00,1,1.0
CamBrito,masculino,Pardo,11.0,2.44444,2.0625,2,3.00,1.66667,4.2
CamBrito,feminino,,11.0,2.22222,2.4375,,,1,3.4
CamBrito,feminino,Pardo,11.0,2.77778,2.5625,1.57143,2.75,2,3.0
CamBrito,masculino,Pardo,11.0,2.66667,2.5000,2.57143,3.00,1.5,4.2
CamBrito,feminino,Pardo,11.0,2.77778,2.0000,1.57143,3.00,4.33333,3.4
CamBrito,masculino,Preto,11.0,2.77778,1.8125,1,3.75,1.33333,4.0
CamBrito,masculino,Preto,11.0,2.33333,1.8750,1,3.75,1.16667,4.0
CamBrito,masculino,Pardo,11.0,2.11111,1.7500,1.14286,3.75,2.66667,3.0
CamBrito,masculino,Preto,11.0,3.11111,1.8750,1.85714,2.75,3.5,1.6
CamBrito,masculino,Branco,11.0,2.44444,,2,3.00,3,3.4
CamBrito,masculino,Branco,11.0,2.66667,1.6875,1.42857,,1.66667,4.2
CamBrito,feminino,Branco,11.0,2.22222,2.8750,1.85714,2.25,1,4.0
Carmo,feminino,Branco,11.0,2.11111,1.3750,3.14286,5.00,1.66667,4.0
Carmo,masculino,Pardo,11.0,,2.1250,1.28571,4.25,2.16667,3.6
Carmo,feminino,Branco,11.0,2.44444,1.8125,1,4.00,1,3.8
Carmo,feminino,Preto,11.0,1.55556,1.3750,1.42857,1.75,1.33333,4.2
Carmo,masculino,Pardo,11.0,1.66667,1.7500,1,4.00,1,4.0
Carmo,feminino,Pardo,11.0,3,1.3125,1,1.00,1,3.8
Carmo,feminino,Pardo,11.0,1.11111,1.5625,1.42857,2.75,1,4.8
Carmo,masculino,Pardo,11.0,2.11111,1.3750,1,4.25,2,4.2
Carmo,masculino,Pardo,11.0,2.66667,1.5625,2.14286,4.00,,3.4
Carmo,feminino,,11.0,2.66667,3.5000,1.85714,1.00,2.66667,3.2
Carmo,masculino,Pardo,11.0,2.11111,,1,3.25,1.33333,4.6
Carmo,feminino,Pardo,11.0,1.66667,2.1875,2.42857,,,2.6
Carmo,masculino,Branco,11.0,1.88889,1.3750,1.28571,4.25,2.83333,3.8
Carmo,masculino,Preto,11.0,1.66667,1.5625,2.85714,5.00,3.66667,4.4
Carmo,feminino,Pardo,11.0,1.55556,1.4375,1,3.75,1,4.8
Carmo,feminino,,11.0,,2.9375,2.57143,2.50,3.16667,3.0
Carmo,feminino,Branco,11.0,2.22222,1.7500,1.42857,4.50,1,4.6
Carmo,masculino,,11.0,1.44444,1.6875,,,1.33333,
Carmo,feminino,Preto,11.0,2,1.8125,1.57143,3.50,1.66667,4.6
Carmo,feminino,Preto,11.0,1.88889,1.5625,1,1.50,1.66667,5.0
Carmo,feminino,Pardo,11.0,1.55556,1.5000,1,5.00,1.16667,2.4
Carmo,feminino,Pardo,11.0,2.44444,2.1875,1.57143,3.25,1,4.4
Carmo,feminino,Branco,11.0,1.55556,1.5625,1,2.00,1.16667,4.8
Carmo,masculino,Preto,11.0,2.22222,1.7500,1.42857,2.00,1,5.0
Carmo,masculino,Pardo,11.0,3.33333,,1.28571,2.75,1.66667,
Carmo,feminino,Branco,11.0,2.44444,2.1250,3.28571,3.00,1.5,4.0
Carmo,feminino,Pardo,11.0,3.22222,1.9375,1,1.00,1,
Carmo,feminino,Pardo,11.0,2.11111,,1.57143,3.50,2,4.2
Carmo,masculino,Branco,11.0,3.55556,1.6875,1.28571,3.50,1.66667,2.2
Carmo,feminino,Pardo,11.0,2.33333,2.1875,3,2.25,4.33333,3.8
Carmo,feminino,Preto,11.0,,1.3125,1.42857,2.25,,3.4
Carmo,masculino,Preto,11.0,1.77778,1.3750,1,3.50,1.33333,3.8
Carmo,feminino,Preto,11.0,1.66667,1.8125,1.85714,1.00,1,5.0
Carmo,masculino,Pardo,11.0,3.22222,,1.14286,2.00,3.33333,
Carmo,masculino,Preto,11.0,1.77778,,1.14286,2.25,1.33333,5.0
Carmo,feminino,Pardo,11.0,2,1.8125,1.57143,,1.5,3.4
Carmo,masculino,Pardo,11.0,,2.7500,1.85714,5.00,4.16667,4.8
Carmo,masculino,Pardo,11.0,2.11111,1.9375,1.85714,4.50,3,3.0
Carmo,,Pardo,11.0,2.11111,1.6875,2.14286,3.50,1.16667,3.6
Carmo,masculino,Pardo,11.0,2.44444,2.0625,,1.75,1.66667,3.2
Carmo,masculino,Branco,11.0,,,1,5.00,1.16667,4.0
Carmo,masculino,Preto,11.0,,2.1250,1,1.00,5,2.0
Carmo,feminino,Preto,11.0,1.55556,,1,1.00,1,3.0
Carmo,masculino,Pardo,11.0,2.66667,1.8125,1.71429,4.50,1,1.4
Carmo,feminino,Preto,11.0,2.44444,3.2500,2.57143,1.75,,2.0
Carmo,masculino,Pardo,11.0,1.77778,1.9375,1.85714,4.00,1,4.0
Carmo,masculino,Pardo,11.0,2.11111,2.0625,1.85714,3.75,3.33333,3.8
Carmo,masculino,Branco,11.0,4.33333,,2.57143,2.00,4.5,3.0
Carmo,feminino,Preto,11.0,,3.0000,3.57143,2.00,1,1.0
Carmo,feminino,Pardo,11.0,2.11111,1.8750,1.85714,2.50,1.33333,
Carmo,masculino,Pardo,11.0,1.88889,2.3750,1.71429,1.00,,
Carmo,feminino,Pardo,11.0,,,5,5.00,,5.0
Carmo,masculino,Pardo,11.0,1.44444,,1.57143,2.00,1.66667,4.2
Carmo,masculino,Pardo,11.0,1.44444,1.6250,1,2.75,1,5.0
Carmo,feminino,Pardo,11.0,2.33333,2.4375,,2.75,2.83333,3.0
Carmo,masculino,Pardo,11.0,1.44444,1.3750,1,4.75,2.16667,4.0
Carmo,masculino,Branco,11.0,2.11111,1.4375,1,,2.33333,3.6
Carmo,feminino,Pardo,11.0,2,,1.85714,1.25,2.83333,
Carmo,feminino,Pardo,11.0,2.55556,2.1875,2.42857,4.00,3.5,4.4
Carmo,feminino,Pardo,11.0,1.33333,1.3125,1,2.50,1,3.6
Carmo,feminino,Pardo,11.0,1.66667,1.5625,1,4.50,1,4.6
N.S. Dores,feminino,Branco,11.0,1.88889,1.3125,1,4.00,1,3.6
N.S. Dores,masculino,Branco,11.0,1.22222,1.1875,1,5.00,1,5.0
N.S. Dores,feminino,Branco,11.0,1.22222,1.5000,,4.50,1,4.8
N.S. Dores,feminino,,11.0,1.44444,2.1250,1,5.00,1,4.2
N.S. Dores,feminino,Branco,11.0,3.44444,2.5625,1.14286,1.00,1.16667,4.4
N.S. Dores,feminino,Pardo,11.0,1.88889,1.3125,1,4.00,1,4.2
N.S. Dores,masculino,Branco,11.0,,,1,3.75,2.16667,4.4
N.S. Dores,masculino,Pardo,11.0,2.22222,1.9375,1.85714,4.00,2.83333,2.0
N.S. Dores,feminino,Pardo,11.0,1.88889,1.8750,1,2.75,1.33333,3.8
N.S. Dores,masculino,Branco,11.0,1.66667,1.7500,1.28571,3.25,2.66667,3.6
N.S. Dores,masculino,Pardo,11.0,2.22222,1.9375,2.57143,4.25,4,4.4
N.S. Dores,masculino,Pardo,11.0,2,2.5625,2.28571,2.50,4.5,3.8
N.S. Dores,masculino,Branco,11.0,2.22222,1.6250,1.42857,5.00,1.16667,4.6
N.S. Dores,masculino,Pardo,11.0,2.11111,1.7500,1,3.00,1,4.0
N.S. Dores,masculino,Pardo,11.0,2.88889,2.1875,1.42857,3.75,2.5,3.2
N.S. Dores,feminino,Pardo,11.0,2,2.6250,1.57143,3.75,1.16667,4.6
N.S. Dores,feminino,Preto,11.0,2.44444,1.7500,2.14286,2.25,1.33333,4.2
N.S. Dores,feminino,Pardo,11.0,,1.3750,1,5.00,1,4.2
N.S. Dores,feminino,Pardo,11.0,1.55556,2.0000,1.85714,4.25,1,4.4
N.S. Dores,feminino,Pardo,11.0,2.44444,2.3125,2.14286,4.00,1.83333,4.0
N.S. Dores,feminino,Pardo,11.0,1.77778,,1,1.50,2.16667,4.4
N.S. Dores,feminino,Pardo,11.0,2.44444,2.3750,3.14286,2.50,3.16667,3.4
N.S. Dores,feminino,,11.0,2.44444,2.0625,1.28571,4.25,1.16667,3.4
N.S. Dores,feminino,Branco,11.0,1.88889,1.5000,1.42857,2.75,3.16667,4.0
N.S. Dores,feminino,Pardo,11.0,,1.5000,1,3.00,3.5,1.0
Simão Dias,feminino,Pardo,11.0,1.77778,1.3750,1.57143,3.50,2.16667,4.0
Simão Dias,masculino,Preto,11.0,2.44444,2.5000,2.42857,4.00,2,3.2
Simão Dias,feminino,Branco,11.0,1.55556,1.9375,2,1.75,1.33333,3.4
Simão Dias,masculino,Pardo,11.0,2.33333,1.8125,1,4.25,1.16667,4.0
Simão Dias,feminino,Pardo,11.0,1.55556,1.2500,1,3.50,2.33333,3.4
Porto Folha,masculino,Pardo,11.0,2.88889,2.1875,1.14286,2.75,3.5,4.8
Porto Folha,feminino,Pardo,11.0,1.88889,1.6875,1,2.75,1.83333,4.4
Porto Folha,feminino,Branco,11.0,2,1.8750,1.14286,4.50,1.5,3.8
Porto Folha,masculino,Pardo,11.0,1.88889,1.3125,1,3.50,1.83333,4.6
Porto Folha,masculino,Pardo,11.0,2.44444,2.1250,2.57143,4.00,4,3.2
Porto Folha,masculino,Pardo,11.0,2.44444,2.5000,1,1.00,1.16667,4.6
Porto Folha,masculino,Preto,11.0,1.66667,1.3750,1,4.75,1,3.4
Porto Folha,masculino,Pardo,11.0,2.55556,1.7500,,2.00,2.33333,4.4
Porto Folha,masculino,,11.0,1.55556,1.9375,1.57143,3.00,1,5.0
Porto Folha,masculino,Pardo,11.0,1.66667,,1.57143,3.00,1.33333,3.4
Porto Folha,feminino,Branco,11.0,2.44444,2.3125,1.57143,4.00,1.16667,3.2
Porto Folha,masculino,Pardo,11.0,1.55556,1.3750,1,5.00,1.16667,4.8
Porto Folha,masculino,Branco,11.0,2.55556,1.3125,1,3.00,1.33333,4.6
Porto Folha,masculino,,11.0,3.11111,,1,5.00,1.66667,
Porto Folha,feminino,Branco,11.0,1.44444,,1.85714,5.00,1.66667,3.8
Porto Folha,feminino,Pardo,11.0,2,1.5000,2.71429,5.00,,4.8
Porto Folha,feminino,,11.0,2.22222,1.4375,1.14286,1.75,1.16667,3.6
Porto Folha,feminino,Pardo,11.0,2,1.6250,1.28571,5.00,1,3.6
Porto Folha,masculino,Pardo,11.0,2.44444,,1.14286,5.00,1.66667,4.6
Porto Folha,feminino,Pardo,11.0,,,1,,1.66667,
Porto Folha,feminino,Branco,11.0,,,1.14286,5.00,1.33333,4.8
Porto Folha,feminino,Pardo,11.0,1.44444,1.5625,1.14286,5.00,1.16667,4.8
Porto Folha,masculino,Pardo,11.0,2.88889,1.7500,1.28571,5.00,3.5,2.8
Porto Folha,masculino,Pardo,11.0,1.77778,1.6250,,2.75,1.66667,2.2
Maruim,masculino,Pardo,11.0,2.33333,1.2500,1.28571,2.50,1.16667,4.6
Maruim,masculino,Pardo,11.0,,1.6250,1,2.00,,
Maruim,masculino,Pardo,11.0,,1.7500,1.57143,2.00,3.33333,3.0
Maruim,masculino,Branco,11.0,2.44444,1.3750,1,3.50,1.33333,4.2
Maruim,masculino,Preto,11.0,3.44444,2.1250,2,3.25,,3.6
Maruim,masculino,Preto,11.0,2.55556,2.4375,2.85714,3.00,3.33333,2.8
Maruim,masculino,Pardo,11.0,3.22222,1.6250,1.42857,3.25,4.16667,2.0
Maruim,feminino,Pardo,11.0,,,2.71429,2.50,,2.6
Maruim,feminino,Pardo,11.0,2.66667,2.0625,1,4.25,3.5,4.8
Maruim,feminino,Preto,11.0,1.77778,1.7500,2.42857,2.50,1.16667,3.2
Maruim,masculino,Pardo,11.0,2.88889,,1,2.00,2.16667,4.2
Aracaju,feminino,Preto,11.0,,1.5000,1.14286,4.75,1.5,5.0
Aracaju,masculino,Preto,11.0,3.44444,1.5625,1.28571,2.25,1.83333,3.4
Aracaju,feminino,Pardo,11.0,2.22222,2.3750,1,3.00,,1.8
Aracaju,masculino,Pardo,11.0,2.77778,1.8750,2.14286,3.25,1.83333,2.4
Aracaju,masculino,Branco,11.0,2.44444,1.3750,1,1.00,2,4.4
Aracaju,masculino,Preto,11.0,1.66667,2.3125,1.14286,2.00,2.83333,5.0
Aracaju,masculino,Pardo,11.0,2.11111,2.0000,1.57143,2.75,2.33333,4.0
Aracaju,masculino,Pardo,11.0,3.66667,1.4375,1.57143,4.25,3.16667,
Aracaju,masculino,Preto,11.0,1.88889,2.5000,2.42857,2.25,,
Aracaju,masculino,,11.0,2.77778,2.1875,1.57143,1.75,1,2.6
Aracaju,feminino,Pardo,11.0,2,2.2500,1.42857,4.50,1.66667,3.6
Aracaju,feminino,Pardo,11.0,2.44444,1.9375,1.57143,2.75,2.5,3.8
Aracaju,masculino,Pardo,11.0,2.11111,1.1250,1,2.25,1.5,4.0
Aracaju,masculino,Pardo,11.0,1.66667,1.2500,1,4.00,1.33333,4.4
Aracaju,feminino,Preto,11.0,2.55556,1.7500,1.42857,3.25,1,4.2
Aracaju,feminino,Branco,11.0,3,2.0625,1.42857,1.75,1.5,3.2
Aracaju,feminino,Pardo,11.0,1.88889,,1.14286,4.75,1.83333,5.0
Aracaju,masculino,Branco,11.0,3.77778,,,2.00,5,
Aracaju,masculino,Branco,11.0,3,,1.28571,4.25,3.33333,3.2
Aracaju,masculino,Branco,11.0,3,2.0000,1.28571,1.50,1.66667,3.0
Aracaju,feminino,Pardo,11.0,2.11111,1.8125,1,1.50,1,3.2
Aracaju,feminino,Preto,11.0,1.77778,1.6250,1,3.50,1,3.0
Aracaju,masculino,Branco,11.0,3,1.7500,2.42857,1.25,1,1.6
Aracaju,feminino,,11.0,1.88889,1.1250,1,5.00,1.33333,4.2
Aracaju,feminino,Preto,11.0,1.66667,1.1250,1.14286,4.00,1,3.6
Aracaju,feminino,,11.0,,,,,,
Aracaju,feminino,Branco,11.0,3,2.5625,1.14286,1.00,1.33333,1.4
Aracaju,masculino,Pardo,11.0,2.55556,1.1875,1,1.00,1.33333,3.0
Aracaju,feminino,Branco,11.0,,1.6875,1,1.00,1,4.6
Aracaju,masculino,Pardo,11.0,2.22222,1.5625,1.14286,3.50,1.16667,3.8
Aracaju,masculino,Preto,11.0,2.66667,3.1250,2.14286,3.00,3.16667,3.8
Aracaju,masculino,Pardo,11.0,2.77778,2.7500,2.14286,2.75,1,4.2
Aracaju,masculino,Pardo,11.0,3,2.5625,1,2.00,1.33333,4.0
Aracaju,masculino,Branco,11.0,,1.6875,1.42857,3.75,3.83333,1.8
Aracaju,feminino,Preto,11.0,2.33333,2.2500,1,3.00,1,5.0
Aracaju,feminino,Pardo,11.0,2,2.0625,1.28571,3.00,1,5.0
Aracaju,masculino,Pardo,11.0,2.22222,1.0625,1,1.25,1.66667,
Aracaju,feminino,Preto,11.0,4.22222,2.2500,2.57143,2.00,1.66667,1.6
Aracaju,masculino,Pardo,11.0,,2.1875,1.57143,1.50,1.33333,1.4
Aracaju,masculino,Branco,11.0,2.44444,2.3750,1.42857,3.00,1.83333,2.8
Aracaju,masculino,Pardo,11.0,2.22222,,2.42857,3.75,2.66667,4.0
Aracaju,masculino,Pardo,11.0,3.44444,,1.85714,2.75,2.16667,4.2
Aracaju,feminino,Pardo,11.0,2,1.8750,1,5.00,1,4.8
Aracaju,masculino,Pardo,11.0,2.22222,2.3125,1.85714,3.75,1.83333,3.0
Aracaju,masculino,Pardo,11.0,2.44444,2.8750,2.57143,2.50,2.83333,3.0
Aracaju,masculino,,11.0,2,2.8750,3.14286,2.00,3.33333,2.2
CamBrito,masculino,Pardo,10.0,2,1.3750,1.28571,4.75,1.33333,4.4
CamBrito,feminino,Pardo,10.0,2,1.5625,1,4.50,1.66667,3.0
CamBrito,feminino,Pardo,10.0,,1.6250,1.14286,2.75,1.83333,3.8
CamBrito,masculino,Pardo,10.0,2.33333,2.0000,1,1.00,1.16667,3.8
CamBrito,masculino,Pardo,10.0,1.77778,1.4375,1.28571,2.25,2.33333,
CamBrito,masculino,Branco,10.0,2.66667,1.7500,1.85714,2.50,3.5,3.0
Carmo,masculino,Pardo,10.0,2.22222,1.6875,1,5.00,1.83333,4.8
N.S. Dores,feminino,Pardo,10.0,1.66667,1.6250,1.42857,3.50,1.16667,4.8
N.S. Dores,masculino,Pardo,10.0,2,1.5625,1,2.25,1.16667,3.6
N.S. Dores,feminino,Pardo,10.0,1.44444,1.6250,1,2.25,1,3.6
N.S. Dores,masculino,Branco,10.0,2.44444,2.1250,1,2.50,1,4.0
N.S. Dores,masculino,Preto,10.0,2.77778,2.8125,1.42857,3.50,1.5,4.0
N.S. Dores,feminino,Pardo,10.0,2,1.6250,1.14286,3.75,1.16667,4.4
N.S. Dores,masculino,Pardo,10.0,2.11111,1.5625,2.42857,5.00,1.83333,3.8
N.S. Dores,masculino,Pardo,10.0,2.88889,2.5625,2.42857,4.50,4,1.6
N.S. Dores,feminino,Preto,10.0,2.22222,1.1875,1.42857,5.00,1.33333,3.6
N.S. Dores,masculino,Pardo,10.0,1.44444,1.5625,1,4.25,1.33333,
N.S. Dores,feminino,Branco,10.0,,1.7500,1.85714,5.00,1,5.0
N.S. Dores,masculino,Branco,10.0,2,2.3125,2.14286,2.25,1.33333,4.8
